#curie_map:
#  mondo: http://purl.obolibrary.org/obo/MONDO_
#  mesh: https://meshb.nlm.nih.gov/record/ui?ui=
#  skos: http://www.w3.org/2004/02/skos/core#
#  semapv: https://w3id.org/semapv/vocab/
#mapping_set_id: leonmap_mondo_mesh_wrong
#mapping_tool: leonmap
subject_id	subject_label	predicate_id	object_id	object_label	confidence	mapping_justification	mapping_tool	comment
mondo:0015726	distal trisomy 14q	skos:exactMatch	mesh:C538032	Chromosome 14q, proximal duplication	0.94918168	semapv:SemanticSimilarity	leonmap	known_target=mesh:C538034
mondo:0016011	fetal alcohol syndrome	skos:broadMatch	mesh:D063647	Fetal Alcohol Spectrum Disorders	1.0	semapv:LexicalMatching	leonmap	cosine=0.911911; known_target=mesh:D005310
mondo:0016516	Kenny-Caffey syndrome	skos:broadMatch	mesh:C537021	Kenny-Caffey syndrome, Type 1	1.0	semapv:LexicalMatching	leonmap	cosine=0.682870; known_target=mesh:C537020
mondo:0016824	infantile myofibromatosis	skos:broadMatch	mesh:C562978	Fibromatosis, Congenital Generalized	1.0	semapv:LexicalMatching	leonmap	cosine=0.780732; known_target=mesh:D018224
mondo:0016968	partial trisomy of the long arm of chromosome 18	skos:exactMatch	mesh:C536580	Chromosome 18 deletion syndrome	0.92921257	semapv:SemanticSimilarity	leonmap	known_target=mesh:C538308
mondo:0017454	triphalangeal thumb-polysyndactyly syndrome	skos:broadMatch	mesh:C536311	Patterson Stevenson syndrome	1.0	semapv:LexicalMatching	leonmap	cosine=0.840467; known_target=mesh:C536563
mondo:0017827	malignant peripheral nerve sheath tumor	skos:broadMatch	mesh:D018319	Neurofibrosarcoma	1.0	semapv:LexicalMatching	leonmap	cosine=0.859869; known_target=mesh:D009442
mondo:0017850	sirenomelia	skos:broadMatch	mesh:D004480	Ectromelia	1.0	semapv:LexicalMatching	leonmap	cosine=0.800091; known_target=mesh:C538595
mondo:0017858	acute erythroid leukemia	skos:exactMatch	mesh:C535673	Acute erythroleukemia	0.92962122	semapv:SemanticSimilarity	leonmap	known_target=mesh:D004915
mondo:0017884	papillary renal cell carcinoma	skos:broadMatch	mesh:D002292	Carcinoma, Renal Cell	1.0	semapv:LexicalMatching	leonmap	cosine=0.783332; known_target=mesh:C538614
mondo:0018068	trisomy 13	skos:broadMatch	mesh:D000073839	Trisomy 13 Syndrome	1.0	semapv:LexicalMatching	leonmap	cosine=0.865791; known_target=mesh:C536305
mondo:0018071	trisomy 18	skos:broadMatch	mesh:D000073842	Trisomy 18 Syndrome	1.0	semapv:LexicalMatching	leonmap	cosine=0.861811; known_target=mesh:C580500
mondo:0018879	lichen planopilaris	skos:broadMatch	mesh:D008010	Lichen Planus	1.0	semapv:LexicalMatching	leonmap	cosine=0.872103; known_target=mesh:C535892
mondo:0018923	22q11.2 deletion syndrome	skos:broadMatch	mesh:D004062	DiGeorge Syndrome	1.0	semapv:LexicalMatching	leonmap	cosine=0.834595; known_target=mesh:D058165
mondo:0019165	central precocious puberty	skos:broadMatch	mesh:D011629	Puberty, Precocious	1.0	semapv:LexicalMatching	leonmap	cosine=0.852033; known_target=mesh:C562787
mondo:0019181	non-syndromic X-linked intellectual disability	skos:exactMatch	mesh:D038901	X-Linked Intellectual Disability	0.91506255	semapv:SemanticSimilarity	leonmap	known_target=mesh:C564490
mondo:0019260	adult neuronal ceroid lipofuscinosis	skos:broadMatch	mesh:D009472	Neuronal Ceroid-Lipofuscinoses	1.0	semapv:LexicalMatching	leonmap	cosine=0.831126; known_target=mesh:C537950
mondo:0019261	infantile neuronal ceroid lipofuscinosis	skos:broadMatch	mesh:D009472	Neuronal Ceroid-Lipofuscinoses	1.0	semapv:LexicalMatching	leonmap	cosine=0.791316; known_target=mesh:C537948
mondo:0019360	rickettsialpox	skos:broadMatch	mesh:D000073605	Spotted Fever Group Rickettsiosis	1.0	semapv:LexicalMatching	leonmap	cosine=0.609107; known_target=mesh:D012288
mondo:0019438	AL amyloidosis	skos:broadMatch	mesh:D000075363	Immunoglobulin Light-chain Amyloidosis	1.0	semapv:LexicalMatching	leonmap	cosine=0.885586; known_target=mesh:C531616
mondo:0019516	exudative vitreoretinopathy	skos:exactMatch	mesh:C536382	Exudative vitreoretinopathy 1	0.92965513	semapv:SemanticSimilarity	leonmap	known_target=mesh:C580083
mondo:0019533	paroxysmal cold hemoglobinuria	skos:broadMatch	mesh:D006457	Hemoglobinuria, Paroxysmal	1.0	semapv:LexicalMatching	leonmap	cosine=0.873290; known_target=mesh:C538618
mondo:0019565	hereditary von Willebrand disease	skos:exactMatch	mesh:D056728	von Willebrand Disease, Type 2	0.92433137	semapv:SemanticSimilarity	leonmap	known_target=mesh:C531844
mondo:0019810	toxic epidermal necrolysis	skos:broadMatch	mesh:D013262	Stevens-Johnson Syndrome	1.0	semapv:LexicalMatching	leonmap	cosine=0.744786; known_target=mesh:D004816
mondo:0019938	anorectal malformation	skos:broadMatch	mesh:D000071056	Anorectal Malformations	1.0	semapv:LexicalMatching	leonmap	cosine=0.770657; known_target=mesh:C537771
mondo:0019982	bilateral multicystic dysplastic kidney	skos:exactMatch	mesh:D021782	Multicystic Dysplastic Kidney	0.91829467	semapv:SemanticSimilarity	leonmap	known_target=mesh:C537373
mondo:0020297	Noonan syndrome and Noonan-related syndrome	skos:exactMatch	mesh:C564342	Noonan-Like Syndrome With Loose Anagen Hair	0.91919065	semapv:SemanticSimilarity	leonmap	known_target=mesh:C537846
mondo:0020496	familial porencephaly	skos:broadMatch	mesh:D065708	Porencephaly	1.0	semapv:LexicalMatching	leonmap	cosine=0.653835; known_target=mesh:C536850
mondo:0021020	Crigler-Najjar syndrome type 1	skos:broadMatch	mesh:D003414	Crigler-Najjar Syndrome	1.0	semapv:LexicalMatching	leonmap	cosine=0.900587; known_target=mesh:C536212
mondo:0021223	digestive system neoplasm	skos:broadMatch	mesh:D004067	Digestive System Neoplasms	1.0	semapv:LexicalMatching	leonmap	cosine=0.901937; known_target=mesh:D005770
mondo:0021548	total early-onset cataract	skos:exactMatch	mesh:C535338	Cataract, congenital, with microcornea or slight microphthalmia	0.91555619	semapv:SemanticSimilarity	leonmap	known_target=mesh:C535341
mondo:0023283	ovarian granulosa cell tumor	skos:exactMatch	mesh:D006106	Granulosa Cell Tumor	0.90603352	semapv:SemanticSimilarity	leonmap	known_target=mesh:C537296
mondo:0023601	non-classic congenital adrenal hyperplasia	skos:broadMatch	mesh:C535979	Congenital adrenal hyperplasia due to 21 hydroxylase deficiency	1.0	semapv:LexicalMatching	leonmap	cosine=0.861541; known_target=mesh:C537877
mondo:0023607	Laurence-Prosser-Rocker syndrome	skos:exactMatch	mesh:C565517	Hirschsprung Disease with Ulnar Polydactyly, Polysyndactyly of Big Toes, and Ventricular Septal Defect	0.9093504	semapv:SemanticSimilarity	leonmap	known_target=mesh:C537882
mondo:0023757	meralgia paresthetica	skos:broadMatch	mesh:D020428	Femoral Neuropathy	1.0	semapv:LexicalMatching	leonmap	cosine=0.796987; known_target=mesh:C537458
mondo:0024457	neurodegeneration with brain iron accumulation 2A	skos:broadMatch	mesh:D019150	Neuroaxonal Dystrophies	1.0	semapv:LexicalMatching	leonmap	cosine=0.749859; known_target=mesh:C536071
mondo:0024538	basal ganglia calcification, idiopathic, 1	skos:broadMatch	mesh:C536275	Fahr's disease	1.0	semapv:LexicalMatching	leonmap	cosine=0.905332; known_target=mesh:C537657
mondo:0024614	neurotic depression	skos:broadMatch	mesh:D003866	Depressive Disorder	1.0	semapv:LexicalMatching	leonmap	cosine=0.811169; known_target=mesh:D009497
mondo:0024686	tenosynovial giant cell tumor, diffuse type	skos:exactMatch	mesh:D000070779	Giant Cell Tumor of Tendon Sheath	0.92223489	semapv:SemanticSimilarity	leonmap	known_target=mesh:D013586
mondo:0040501	Ehlers-Danlos syndrome, arthrochalasia type, 2	skos:exactMatch	mesh:C562625	Ehlers-Danlos Syndrome, Type VII, Autosomal Dominant	0.92129797	semapv:SemanticSimilarity	leonmap	known_target=mesh:C565061
mondo:0100151	nephropathic cystinosis	skos:broadMatch	mesh:D003554	Cystinosis	1.0	semapv:LexicalMatching	leonmap	cosine=0.866433; known_target=mesh:C535335
mondo:0100309	hereditary ataxia	skos:broadMatch	mesh:D013132	Spinocerebellar Degenerations	1.0	semapv:LexicalMatching	leonmap	cosine=0.823282; known_target=mesh:C531684
mondo:0100511	sudden cardiac arrest	skos:broadMatch	mesh:D016757	Death, Sudden, Cardiac	1.0	semapv:LexicalMatching	leonmap	cosine=0.813646; known_target=mesh:C1720824
mondo:0700081	newborn respiratory distress syndrome	skos:broadMatch	mesh:D012127	Respiratory Distress Syndrome, Newborn	1.0	semapv:LexicalMatching	leonmap	cosine=0.840254; known_target=mesh:D006819
mondo:0800448	leukoencephalopathy with vanishing white matter	skos:broadMatch	mesh:D056784	Leukoencephalopathies	1.0	semapv:LexicalMatching	leonmap	cosine=0.903494; known_target=mesh:C537420
mondo:0800449	lysosomal acid lipase deficiency	skos:broadMatch	mesh:D015223	Wolman Disease	1.0	semapv:LexicalMatching	leonmap	cosine=0.811389; known_target=mesh:C531854
